years_used,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
7,50000,0,0,0,0,24.7,1047,69.0,5.0,500000
15,120000,0,0,0,1,13.0,2489,95.0,8.0,250000
7,10000,1,0,0,0,21.1,814,55.2,5.0,325000
7,10000,1,0,0,0,21.4,1197,83.1,5.0,550000
7,25000,1,0,0,0,20.73,1373,91.1,5.0,720000
8,20000,1,0,0,0,17.0,1591,121.3,5.0,950000
12,60000,0,0,0,0,22.9,1248,74.0,5.0,350000
7,40000,1,0,0,0,18.9,1197,81.86,5.0,500000
13,60000,0,0,0,0,19.3,1248,73.9,5.0,380000
10,50000,1,0,1,0,16.9,1197,82.0,5.0,380000
8,20000,1,0,0,0,17.0,1591,121.3,5.0,900000
8,35000,1,0,0,0,24.7,796,47.3,5.0,295000
9,40000,0,0,0,0,28.09,1248,88.5,5.0,640000
7,60000,0,0,0,0,21.5,1497,108.5,5.0,790000
10,20000,1,0,0,0,17.01,1591,121.4,5.0,625000
8,30000,1,0,0,1,17.0,1497,121.36,5.0,604000
10,29000,1,0,0,0,23.95,998,67.05,5.0,315000
6,17000,0,0,0,0,20.0,1497,115.0,5.0,950000
8,50000,1,0,0,0,20.51,998,67.04,5.0,400000
7,42000,1,0,1,0,18.6,1368,98.63,5.0,700000
14,120000,0,0,0,1,12.8,2494,102.0,8.0,700000
13,110000,0,0,0,0,21.03,1461,65.0,5.0,260000
13,90000,0,0,0,0,23.57,1396,70.0,5.0,200000
5,70000,1,0,0,0,23.26,1197,88.5,5.0,580000
14,66000,0,0,0,1,20.5,1598,105.0,5.0,330000
14,70000,0,0,0,2,16.2,1493,110.0,5.0,400000
7,5000,1,0,1,0,14.8,1591,121.3,5.0,1350000
11,50000,0,0,0,1,21.03,1461,65.0,5.0,250000
6,25000,1,0,0,0,15.41,1598,103.2,5.0,725000
12,70000,0,0,0,0,23.4,1248,74.0,5.0,300000
19,40000,1,0,0,1,16.1,796,37.0,4.0,120000
9,110000,0,0,0,0,16.0,2179,140.0,7.0,1175000
16,150000,0,0,0,0,13.93,2179,138.0,7.0,380000
11,45000,0,0,0,0,19.1,1405,70.0,5.0,400000
20,90000,0,0,0,2,16.1,1405,70.0,5.0,140000
14,140000,0,0,0,1,11.57,2179,138.1,7.0,229999
22,83000,1,0,0,1,13.8,1299,70.0,5.0,110000
14,106000,0,0,1,1,16.96,1968,138.1,5.0,550000
17,60000,1,0,0,3,15.26,1150,74.9,5.0,150000
8,40000,1,0,0,1,16.8,796,34.2,8.0,265000
14,138000,1,0,0,2,17.0,1197,80.0,5.0,300000
10,80000,1,0,0,0,22.74,796,47.3,5.0,280000
20,50000,1,0,0,1,15.3,1341,83.0,5.0,130000
10,50000,1,0,0,0,18.2,1199,82.4,5.0,350000
16,120000,1,0,0,0,18.5,1197,85.8,5.0,200000
7,24400,1,0,0,0,22.0,1197,81.8,5.0,550000
12,60000,0,0,0,1,15.96,2523,62.1,7.0,400000
15,120000,1,0,0,1,18.5,1197,85.8,5.0,170000
10,60000,0,0,0,1,24.8,1396,88.7,5.0,600000
14,100000,1,0,0,1,19.7,796,46.3,5.0,130000
14,120000,1,0,0,1,16.1,796,37.0,4.0,100000
9,27500,1,0,0,0,25.17,799,53.3,5.0,310000
18,10000,1,0,0,0,16.1,796,37.0,4.0,35000
15,120000,1,0,0,2,18.5,1197,80.0,5.0,200000
10,80000,0,0,0,0,22.54,1396,88.73,5.0,650000
12,120000,1,0,0,0,15.64,1193,64.1,5.0,210000
10,90000,0,0,0,0,24.4,1120,71.01,5.0,509999
12,70000,0,0,0,0,20.0,1399,68.1,5.0,229999
11,188000,0,0,0,1,19.01,1461,108.45,5.0,409999
14,67840,1,0,0,0,18.0,995,62.0,5.0,130000
12,30000,1,0,0,0,25.4,624,37.48,4.0,95000
9,35000,1,0,0,1,22.74,796,47.3,5.0,225000
8,100000,0,0,0,0,24.3,1248,88.5,5.0,775000
8,30000,1,0,0,0,20.51,998,67.04,5.0,420000
9,70000,1,0,0,0,18.9,1197,82.0,5.0,480000
15,380000,0,0,0,1,13.6,2523,63.0,7.0,260000
7,15000,1,0,0,0,16.2,1199,74.0,5.0,600000
16,140000,0,0,0,1,13.8,1399,68.0,5.0,140000
15,120000,1,0,0,2,19.7,796,35.0,8.0,130000
18,112880,0,1,0,0,25.2,1248,74.0,5.0,195000
12,135000,0,1,0,1,19.4,1405,70.0,5.0,210000
19,80000,1,0,0,2,18.9,998,67.1,5.0,130000
13,128000,1,0,0,2,18.6,1199,79.4,5.0,141000
14,120000,0,0,0,0,13.6,2523,63.0,7.0,280000
15,30000,1,0,1,0,12.6,1586,103.2,5.0,350000
7,70000,1,0,0,0,17.0,1198,108.5,5.0,575000
10,41000,1,0,0,0,18.6,1197,81.83,5.0,550000
19,30000,1,0,0,1,19.7,796,46.3,5.0,120000
10,30000,1,0,0,0,23.95,998,67.05,5.0,320000
14,35000,1,0,0,0,16.36,1495,93.7,5.0,250000
15,22000,1,0,0,0,15.0,1586,104.68,5.0,300000
19,70000,1,0,0,0,18.9,998,67.1,5.0,250000
7,70000,0,0,0,0,16.5,1493,70.0,7.0,750000
20,200000,0,0,0,1,10.5,2179,120.0,8.0,151000
14,120000,0,0,0,0,13.93,2179,138.03,7.0,300000
6,3000,1,0,0,0,20.89,1197,81.8,5.0,577000
13,50000,1,0,0,0,20.92,998,67.1,5.0,229999
12,50000,0,0,0,0,15.96,2523,62.1,7.0,500000
6,1500,1,0,1,0,18.2,1199,88.7,5.0,840000
8,74000,0,0,0,0,22.27,1498,108.6,5.0,900000
8,25000,1,0,0,0,18.7,1199,88.7,5.0,650000
9,61915,0,0,0,0,27.3,1498,98.6,5.0,650000
9,110000,1,0,0,0,21.1,814,55.2,5.0,250000
9,70000,0,0,0,0,20.14,1498,88.0,5.0,550000
18,150000,0,0,0,3,17.8,1248,75.0,5.0,250000
12,110000,0,0,0,1,17.21,1493,100.0,7.0,350000
11,90000,0,0,0,1,25.44,936,56.3,5.0,185000
15,120000,1,0,0,2,15.6,1196,70.0,5.0,229999
9,65000,0,0,0,0,12.99,2494,100.6,8.0,1000000
6,10000,1,0,0,0,20.52,1197,81.8,5.0,490000
16,80000,1,0,0,1,20.36,1197,78.9,5.0,150000
12,184000,0,0,0,0,20.77,1248,88.76,7.0,600000
12,80000,3,0,0,1,32.52,998,58.33,5.0,270000
20,70000,1,0,0,1,17.3,993,60.0,5.0,60000
17,89000,1,0,0,1,15.6,1586,104.68,5.0,150000
11,33033,1,1,0,0,19.4,1198,86.8,5.0,335000
12,69000,0,0,0,1,22.9,1248,74.0,5.0,525000
10,63063,1,1,1,0,18.9,1197,82.0,5.0,465000
13,90000,0,0,0,1,25.0,1396,69.0,5.0,83000
8,8000,1,0,0,0,21.1,814,55.2,5.0,300000
13,35000,1,0,0,0,17.0,1197,80.0,5.0,350000
14,45000,1,0,0,0,17.0,1197,80.0,5.0,300000
14,30000,0,0,0,0,20.4,1248,91.2,5.0,250000
19,59000,1,0,0,1,16.1,796,37.0,4.0,114999
7,6200,1,0,0,0,19.34,1462,103.0,7.0,700000
5,120000,1,0,0,1,21.63,998,67.0,5.0,250000
9,70000,1,0,0,0,20.51,998,67.04,5.0,350000
27,70000,1,0,0,0,14.0,796,35.0,5.0,80000
8,110000,0,0,0,0,15.4,2523,75.0,7.0,850000
18,93000,1,0,0,2,18.0,995,62.0,5.0,90000
11,110000,0,0,0,0,13.58,2499,72.4,10.0,600000
18,57000,1,0,0,0,19.7,796,46.3,5.0,135000
20,120000,1,0,0,0,13.2,1495,94.0,5.0,150000
13,35000,0,0,0,0,23.03,1396,69.0,5.0,259000
13,90000,0,0,0,0,23.03,1396,69.0,5.0,220000
13,35000,0,0,0,1,23.03,1396,69.0,5.0,246000
16,120000,1,0,0,0,17.5,1298,85.8,5.0,240000
7,60000,0,0,0,0,22.1,1396,88.7,5.0,946000
14,70000,0,0,0,0,23.03,1396,69.0,5.0,215000
26,60000,1,0,0,3,17.3,993,60.0,5.0,50000
12,100000,0,0,0,0,25.8,1498,98.6,5.0,310000
17,35000,1,0,0,0,20.36,1197,78.9,5.0,220000
17,90000,0,0,0,2,17.8,1248,75.0,5.0,195000
10,50000,1,0,0,0,17.19,1197,81.86,5.0,650000
14,98000,1,0,0,0,18.5,1197,80.0,5.0,350000
12,30000,1,0,0,0,18.5,1197,82.85,5.0,360000
12,50000,1,0,0,1,16.3,1797,147.5,5.0,550000
9,26000,1,0,0,0,18.9,1197,82.0,5.0,490000
14,46000,1,0,0,1,19.7,796,46.3,5.0,195000
15,80000,1,0,0,3,19.7,796,46.3,5.0,125000
6,10000,1,0,0,0,23.84,1199,84.0,5.0,459999
10,16700,1,0,0,0,22.74,796,47.3,5.0,275000
7,70000,0,0,0,0,28.4,1248,74.02,5.0,680000
10,7967,1,0,0,0,20.85,1197,83.14,5.0,600000
7,20000,1,0,0,0,22.0,1197,81.8,5.0,720000
9,9656,1,0,0,0,25.17,799,53.3,5.0,356000
14,50000,1,0,0,0,19.81,1086,68.05,5.0,225000
6,17000,0,0,0,0,24.4,1498,98.63,5.0,725000
15,50000,1,0,0,0,18.0,995,62.0,5.0,130000
10,10000,1,0,0,0,25.17,799,53.3,5.0,300000
12,43000,1,0,0,1,18.5,1197,82.85,5.0,400000
12,50000,0,0,0,0,23.5,1396,88.7,5.0,550000
19,90000,1,0,0,1,18.9,998,67.0,5.0,120000
13,100000,0,0,0,1,14.0,2498,112.0,8.0,409999
15,80000,1,0,0,1,0.0,1086,62.1,5.0,110000
13,120000,0,0,0,0,15.96,2523,62.1,7.0,450000
6,5000,1,0,0,0,21.21,1197,81.8,5.0,610000
9,68609,0,1,0,0,22.7,1498,89.84,5.0,515000
7,33360,0,1,0,0,22.77,1498,98.59,5.0,925000
6,14317,1,1,0,0,14.23,1498,104.55,5.0,860000
13,87237,0,1,0,1,20.0,1399,68.05,5.0,225000
8,62960,0,1,0,0,25.83,1498,99.0,5.0,500000
8,26634,1,1,1,0,21.21,1197,81.8,5.0,600000
13,163720,0,1,0,0,18.5,1399,68.0,5.0,195000
13,67998,1,1,0,0,18.9,998,67.1,5.0,265000
7,20706,0,1,0,0,23.8,1499,98.63,5.0,650000
10,100581,0,1,0,0,25.83,1498,99.0,5.0,415000
10,67303,0,1,0,0,20.45,1461,83.8,5.0,600000
12,79139,1,1,0,0,18.5,1197,85.8,5.0,340000
11,84784,0,1,0,0,24.0,1120,70.0,5.0,350000
13,130376,0,1,0,1,23.2,1248,73.94,5.0,265000
8,72000,0,0,0,0,13.93,2179,138.03,7.0,625000
17,127000,0,0,0,1,16.8,1493,110.0,5.0,245000
11,120000,0,0,0,0,25.2,1248,74.0,5.0,395000
11,100000,0,0,0,0,24.4,1120,71.0,5.0,490000
7,40000,0,0,0,0,24.52,1248,88.5,7.0,955000
12,110000,0,0,0,0,23.4,1248,74.0,5.0,525000
8,30000,1,0,0,0,20.3,1199,84.0,5.0,550000
11,120000,0,0,0,1,19.1,1405,70.0,5.0,200000
8,15000,1,0,0,0,18.16,1196,86.8,5.0,500000
9,33500,0,0,0,0,23.65,1248,88.5,5.0,825000
13,70000,0,0,0,0,17.21,1493,100.0,7.0,250000
10,10000,1,0,0,0,18.16,1197,78.8,5.0,600000
7,22053,0,0,0,0,16.36,2179,120.0,7.0,1325000
9,50000,0,0,0,0,18.49,1493,100.0,7.0,770000
14,78432,0,0,0,0,16.52,1991,123.7,5.0,415000
14,125000,0,0,0,1,14.66,2199,194.3,7.0,825000
7,80000,0,0,0,0,26.1,1498,99.23,5.0,530000
19,270000,0,0,0,2,12.8,2494,102.0,8.0,425000
13,50000,1,0,0,1,19.4,1198,86.8,5.0,310000
8,20000,1,0,0,0,23.84,1199,84.0,5.0,390000
9,30000,1,0,0,0,15.29,1591,121.3,5.0,700000
15,70000,1,0,0,1,19.81,1086,68.05,5.0,200000
12,7200,0,0,0,0,12.99,2494,100.6,8.0,1050000
11,97000,0,0,0,0,26.0,1498,98.6,5.0,580000
11,60000,1,0,0,1,21.1,814,55.2,5.0,200000
12,25000,1,0,0,0,18.2,1199,84.8,5.0,245000
15,94000,1,0,0,1,20.36,1197,78.9,5.0,210000
20,90000,1,0,0,1,15.4,1590,94.0,5.0,50000
13,50000,0,0,1,1,12.12,2231,184.0,7.0,700000
6,35000,0,0,0,0,22.95,1248,74.0,5.0,660000
10,117500,1,0,0,1,17.4,1497,117.3,5.0,630000
13,78500,0,0,0,0,15.1,2179,140.0,7.0,950000
7,8000,1,0,0,0,18.6,1197,81.83,5.0,740000
8,25000,1,0,0,0,18.12,1196,86.8,5.0,570000
13,60000,0,0,0,2,22.32,1582,126.32,5.0,450000
6,10000,1,0,0,0,22.5,999,67.0,5.0,390000
16,70000,1,0,0,1,14.2,1597,92.0,5.0,180000
10,60000,1,0,0,0,25.4,624,37.48,4.0,130000
19,70000,1,0,0,1,17.7,1497,78.0,5.0,270000
28,25000,1,0,0,2,16.1,796,37.0,4.0,60000
19,90000,1,0,0,2,13.9,1599,103.2,5.0,170000
10,90000,0,0,0,0,19.67,1582,126.2,5.0,978999
7,25000,1,0,0,0,23.84,1199,84.0,5.0,490000
13,60000,0,0,0,1,23.5,1498,88.7,5.0,280000
7,25000,1,0,0,0,23.84,1199,84.0,5.0,390000
12,60000,1,0,0,3,22.74,796,47.3,5.0,170000
17,70000,1,0,0,0,18.0,995,62.0,5.0,45000
9,80000,0,0,0,1,24.52,1248,88.5,7.0,640000
10,110000,0,0,0,1,15.4,2523,75.0,9.0,650000
12,115717,0,0,0,0,12.05,2179,120.0,9.0,500000
17,110000,0,0,0,1,17.7,1399,68.0,5.0,90000
11,70000,0,0,0,1,15.05,2179,147.9,7.0,480000
6,4000,1,0,0,0,21.21,1197,81.8,5.0,630000
14,50000,1,0,0,0,20.36,1197,78.9,5.0,250000
9,70000,1,0,0,3,18.9,1197,82.0,5.0,330000
16,70000,1,0,0,1,20.36,1197,78.9,5.0,180000
15,50000,1,0,0,1,18.5,1197,80.0,5.0,210000
9,55000,0,0,0,0,26.59,1248,74.0,5.0,550000
5,5000,1,0,1,0,17.0,1198,108.5,5.0,950000
12,100000,0,0,0,1,15.96,2523,62.1,7.0,430000
11,23000,1,0,0,1,20.36,1197,78.9,5.0,348000
11,60000,1,0,0,1,22.74,796,47.3,5.0,196000
15,70000,1,0,0,1,18.9,1061,67.0,5.0,150000
16,60000,1,0,0,1,18.9,1061,67.0,5.0,150000
6,100000,0,0,0,0,14.1,2179,153.86,7.0,1250000
10,90000,0,0,0,2,20.77,1248,88.76,7.0,600000
15,26432,1,1,0,0,25.4,624,37.48,4.0,65000
9,46702,1,1,0,0,16.8,796,34.2,8.0,220000
9,46706,1,1,0,0,16.8,796,34.2,8.0,220000
19,53523,1,1,0,0,16.84,1193,64.4,5.0,110000
13,56365,0,1,0,0,25.44,936,56.3,5.0,175000
14,49563,1,1,0,0,16.2,995,62.1,5.0,160000
21,56432,1,1,0,0,16.1,796,37.0,4.0,65000
23,52365,1,1,0,1,16.1,796,37.0,4.0,60000
18,53512,1,1,0,1,19.7,796,46.3,5.0,120000
12,40000,0,0,1,0,11.18,2696,184.0,7.0,1000000
15,46533,1,1,0,0,18.9,998,67.1,5.0,220000
17,58632,1,1,0,1,14.0,796,35.0,5.0,114999
9,80000,0,0,1,1,16.0,2179,140.0,7.0,850000
9,70000,0,0,0,0,24.52,1248,88.5,7.0,750000
8,90000,1,0,0,0,23.01,999,67.0,5.0,265000
11,110000,1,0,0,1,14.09,1596,99.6,5.0,450000
12,90000,0,0,0,0,17.21,1493,100.0,7.0,225000
10,70000,0,0,0,0,15.4,2179,120.0,7.0,1125000
16,80000,1,0,0,0,16.6,1197,85.0,5.0,270000
18,78000,1,0,0,0,19.7,796,46.3,5.0,130000
8,45000,0,0,0,0,16.5,1493,70.0,7.0,660000
10,50000,1,0,0,1,23.95,998,67.05,5.0,240000
8,58000,1,0,0,0,24.7,796,47.3,5.0,275000
13,120000,0,0,0,0,12.8,2494,102.0,8.0,750000
18,30000,1,0,0,1,14.7,1150,76.0,5.0,65000
8,162000,0,0,0,0,14.1,2179,147.94,7.0,850000
9,50000,3,0,0,1,26.6,998,58.16,5.0,300000
7,25000,1,0,0,1,18.6,1197,81.83,5.0,555000
10,60000,0,0,0,0,15.4,1997,120.0,7.0,825000
15,70000,2,0,0,2,13.45,1086,62.1,5.0,150000
16,138000,0,0,0,1,19.3,1248,73.9,5.0,185000
15,70000,1,0,0,1,20.36,1197,78.9,5.0,180000
15,48000,1,0,0,1,19.7,796,46.3,5.0,160000
13,110000,0,0,1,0,11.4,2953,153.86,7.0,500000
11,88000,0,0,0,1,25.2,1248,74.0,5.0,375000
10,68000,0,0,0,0,12.99,2494,100.6,7.0,900000
8,70000,1,0,0,0,18.9,1197,82.0,5.0,459999
11,80000,0,0,0,0,20.45,1461,83.8,5.0,480000
12,100000,0,0,0,2,22.9,1248,74.0,5.0,320000
12,96000,0,0,0,1,22.9,1248,74.0,5.0,370000
23,30000,1,0,0,2,17.3,993,60.0,5.0,75000
9,60000,0,0,0,2,23.2,1248,73.94,5.0,400000
11,65000,0,0,0,0,25.2,1248,74.0,5.0,425000
11,48000,1,0,0,0,23.1,998,67.04,5.0,325000
9,65300,1,0,0,1,18.9,1197,82.0,5.0,350000
7,40000,1,0,0,0,18.6,1197,81.83,5.0,600000
13,60000,0,0,0,1,25.44,936,57.6,5.0,120000
13,70000,1,0,0,1,20.92,998,67.1,5.0,200000
17,70000,1,0,0,2,19.7,796,46.3,5.0,100000
11,70000,0,0,0,1,24.0,1120,70.0,5.0,350000
19,150000,1,0,0,1,19.7,796,46.3,5.0,85000
6,10000,1,0,0,0,23.95,998,67.05,5.0,399000
11,56000,0,0,0,0,22.32,1582,126.3,5.0,580000
8,30000,1,0,0,0,22.7,799,53.64,5.0,290000
11,50000,1,0,0,1,18.9,1197,82.0,5.0,380000
15,120000,0,0,0,0,20.0,1399,68.0,5.0,200000
7,40000,3,0,0,0,26.6,998,58.16,5.0,390000
8,27500,1,0,0,0,18.9,1197,81.86,5.0,500000
13,73000,0,0,0,0,20.77,1248,88.76,7.0,520000
8,75000,0,0,0,0,26.59,1248,74.0,5.0,650000
7,5000,1,0,0,0,23.01,999,67.0,5.0,380000
15,50000,2,0,0,0,26.2,998,58.2,5.0,275000
10,70000,0,0,0,0,26.59,1248,74.0,5.0,520000
10,60000,0,0,0,0,26.59,1248,74.0,5.0,610000
21,110000,1,0,0,0,18.9,998,67.1,5.0,85000
12,95000,0,0,0,0,20.46,1461,83.8,5.0,490000
10,34000,1,0,0,1,21.1,814,55.2,5.0,229999
10,25000,1,0,0,0,18.9,1197,82.0,5.0,411000
6,120000,3,0,0,1,21.94,1196,61.7,5.0,362000
11,31000,0,0,0,0,23.59,1364,67.06,5.0,550000
7,70000,3,0,0,0,26.6,998,58.16,5.0,459999
14,47000,1,0,0,0,18.5,1197,85.8,5.0,190000
6,5000,1,0,1,0,20.3,1086,68.0,5.0,499000
7,44000,1,0,0,0,15.37,1196,73.0,7.0,358000
13,120000,0,0,0,1,23.59,1364,67.1,5.0,278000
11,39395,0,0,0,0,21.2,1248,75.0,5.0,320000
12,67000,0,0,0,1,20.4,1461,108.5,5.0,580000
6,20000,1,0,1,0,17.4,1497,117.6,5.0,1300000
7,40000,0,0,0,0,25.8,1498,98.6,5.0,825000
21,120000,1,0,0,1,13.4,1794,125.0,5.0,170000
11,80000,0,0,0,1,12.55,2982,168.5,7.0,1700000
7,7000,1,0,0,0,20.3,1086,68.0,5.0,490000
7,15000,0,0,0,0,16.0,2179,140.0,7.0,1050000
9,50000,1,0,0,0,18.6,1199,76.8,5.0,210000
9,30000,0,0,0,0,15.4,2179,120.0,7.0,1250000
13,120000,0,0,0,1,22.9,1248,74.0,5.0,320000
13,64000,0,0,0,0,16.52,1991,123.7,5.0,400000
12,120000,0,0,0,0,23.2,1248,73.94,5.0,320000
13,85000,0,0,0,0,21.43,1364,87.2,5.0,600000
13,50000,1,0,0,0,20.92,998,67.1,5.0,275000
16,59000,1,0,0,1,19.7,796,46.3,5.0,170000
13,98000,0,0,0,0,25.44,936,57.6,5.0,155000
10,140000,0,0,0,1,20.45,1461,83.8,5.0,620000
8,50000,1,0,0,0,18.9,1197,81.86,5.0,530000
10,40000,0,0,0,0,23.59,1364,67.04,5.0,550000
11,90000,0,0,0,0,26.0,1498,98.6,5.0,600000
11,117000,0,0,0,2,15.1,2179,140.0,7.0,649000
11,90000,0,0,0,0,26.0,1498,98.6,5.0,625000
15,70000,1,0,0,0,16.0,995,63.0,5.0,125000
16,230000,0,0,0,1,13.58,2499,72.4,9.0,305000
15,155000,1,0,0,1,15.5,1586,103.3,5.0,285000
10,60000,0,0,0,1,13.49,2179,138.03,5.0,600000
9,110000,1,0,0,0,18.15,1198,82.0,6.0,426000
15,120000,0,0,0,0,17.0,1405,71.0,5.0,180000
14,100000,0,0,0,1,22.32,1582,126.32,5.0,400000
15,40000,1,0,0,1,18.6,1199,79.4,5.0,120000
13,110000,0,0,0,1,21.12,1248,88.8,5.0,300000
14,92500,1,0,0,1,20.92,998,67.1,5.0,190000
8,20000,1,0,0,0,24.7,796,47.3,5.0,310000
6,15000,1,0,0,0,25.17,799,53.3,5.0,380000
6,14000,0,0,0,0,16.5,1493,70.0,7.0,740000
9,35000,1,0,0,0,22.7,799,53.64,5.0,260000
8,32000,1,0,0,1,23.95,998,67.05,5.0,320000
12,90000,3,0,0,0,26.6,998,58.16,5.0,211000
7,35000,1,0,0,0,22.0,1197,81.8,5.0,650000
8,32500,0,0,0,1,28.4,1248,74.02,5.0,651000
6,14000,1,0,1,0,23.95,998,67.05,5.0,380000
11,70000,0,0,0,2,25.44,936,56.3,5.0,160000
6,20000,1,0,1,0,17.0,1591,121.3,5.0,1270000
14,300000,2,0,0,0,26.2,998,58.2,5.0,300000
10,100000,0,0,0,0,25.2,1248,74.0,5.0,405000
10,64800,0,0,0,0,15.1,2179,140.0,7.0,850000
8,90000,0,0,0,0,16.5,1493,70.0,7.0,680000
11,80000,1,0,0,0,19.1,1197,82.0,5.0,426999
10,248000,0,0,0,0,24.8,1396,88.7,5.0,525000
11,60000,0,0,0,1,12.99,2494,100.6,7.0,1019999
20,120000,0,0,0,0,12.8,2494,102.0,8.0,245000
10,120000,0,0,0,0,22.7,1582,126.2,5.0,869999
15,66444,2,0,0,0,26.2,998,58.2,5.0,160000
9,86000,0,0,0,0,24.3,1248,88.5,5.0,700000
13,90000,0,0,0,0,21.64,1461,84.8,5.0,300000
18,218463,1,0,1,0,12.9,1799,130.0,5.0,175000
13,153000,0,0,0,0,12.8,2494,102.0,8.0,960000
11,70000,0,0,0,1,16.55,2498,105.0,6.0,525000
10,60000,0,0,0,0,24.0,1120,70.0,5.0,345000
10,50000,1,0,0,0,18.0,1198,86.7,5.0,390000
10,20000,1,0,0,0,20.63,1198,67.0,5.0,275000
11,35000,1,0,0,0,18.2,1199,82.4,5.0,310000
8,20000,1,0,0,0,18.9,1197,81.86,5.0,500000
12,70000,0,0,0,0,22.1,1248,76.9,5.0,200000
7,53000,0,0,0,0,20.14,1498,88.0,5.0,650000
7,60000,0,0,0,0,25.6,1498,97.9,5.0,1031000
7,70000,1,0,0,0,20.3,998,68.05,5.0,330000
6,4000,1,0,0,0,20.3,1086,68.0,5.0,399000
13,103000,1,0,0,0,20.36,1197,78.9,5.0,250000
8,20000,0,0,0,0,24.0,1186,73.97,5.0,600000
12,77000,0,0,0,0,22.9,1248,74.0,5.0,375000
13,90000,0,0,0,0,20.54,1598,103.6,5.0,375000
12,87185,0,0,0,1,22.32,1582,126.3,5.0,445000
22,167000,1,0,0,1,18.9,998,67.1,5.0,55000
9,77000,0,0,0,0,22.54,1396,88.73,5.0,611000
11,110000,0,0,0,1,24.8,1396,88.7,5.0,459999
14,120000,0,0,0,1,17.8,1399,68.0,5.0,275000
14,170000,3,0,0,0,11.88,1086,62.1,5.0,185000
13,100000,0,0,0,1,22.32,1582,126.32,5.0,390000
18,40000,1,0,0,1,18.0,995,62.0,5.0,72000
18,50000,0,0,0,0,17.88,1396,52.8,5.0,90000
10,125000,0,0,0,0,23.59,1364,67.05,5.0,500000
14,137000,3,0,0,0,26.2,998,58.2,5.0,200000
6,18000,0,0,0,0,15.1,2179,152.87,7.0,1575000
10,30000,1,0,0,0,18.9,1197,82.0,5.0,511000
16,55000,1,0,0,0,14.6,1368,88.7,5.0,150000
5,40000,1,0,1,0,10.75,2694,163.7,8.0,1500000
12,80000,1,0,0,1,22.74,796,47.3,5.0,185000
7,30000,1,0,0,0,21.4,1197,83.1,5.0,550000
8,3564,1,0,0,0,23.95,998,67.05,5.0,325000
10,80000,0,0,0,0,26.59,1248,74.0,5.0,525000
13,120000,0,0,0,0,25.0,1396,69.0,5.0,300000
14,90000,1,0,0,0,18.6,1199,79.4,5.0,120000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2625000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
14,50000,1,0,0,2,17.92,1086,62.1,5.0,170000
15,42000,0,0,0,0,23.03,1396,69.0,5.0,320000
9,17000,1,0,1,0,23.1,998,67.04,5.0,350000
7,40000,1,0,1,0,22.0,1197,81.8,5.0,500000
16,137000,0,0,0,1,17.0,1405,70.0,5.0,135000
7,20000,1,0,0,0,25.17,799,53.3,5.0,340000
5,70000,1,0,0,1,18.9,1197,81.86,5.0,330000
14,48756,1,0,0,1,15.5,1586,103.3,5.0,350000
10,30000,0,0,1,1,12.55,2982,168.5,7.0,1850000
9,110000,0,0,0,0,24.4,1120,71.0,5.0,400000
11,80322,0,1,0,0,17.8,1399,67.0,5.0,325000
10,35000,0,0,0,0,15.4,1997,120.0,7.0,1000000
8,110000,0,0,0,0,15.4,2523,75.0,7.0,850000
13,70000,0,0,0,1,21.5,1248,88.8,5.0,350000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2625000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
